Location,Gender,Product,location_code,gender_code,product_code
"Hyderabad, Sindh",Male,Stitched Clothes for Male ,135,1,12
"Karachi, Pakistan",Male,Stitched Clothes for Male ,166,1,12
"Wah, Pakistan",Female,Stitched Clothes for Male ,377,0,12
"Hyderabad, Sindh",Male,Stitched Clothes for Male ,135,1,12
"Karachi, Pakistan",Male,Stitched Clothes for Male ,166,1,12
"Karachi, Pakistan",Male,Stitched Clothes for Male ,166,1,12
"Karachi, Pakistan",Male,Stitched Clothes for Male ,166,1,12
"Lahore, Pakistan",Male,Stitched Clothes for Male ,200,1,12
Taguig,Female,Stitched Clothes for Male ,346,0,12
"Karachi, Pakistan",Female,Stitched Clothes for Male ,166,0,12
"Toronto, Ontario",Male,Stitched Clothes for Male ,362,1,12
"Karachi, Pakistan",Female,Stitched Clothes for Male ,166,0,12
Multan,Male,Stitched Clothes for Male ,248,1,12
"Karachi, Pakistan",Female,Stitched Clothes for Male ,166,0,12
"Zürich, Switzerland",Male,Stitched Clothes for Male ,385,1,12
Faisalabad,Male,Stitched Clothes for Male ,99,1,12
"Karachi, Pakistan",Female,Stitched Clothes for Male ,166,0,12
Faisalabad,Female,Stitched Clothes for Male ,99,0,12
"Dubai, United Arab Emirates",Male,Stitched Clothes for Male ,93,1,12
"Karachi, Pakistan",Male,Stitched Clothes for Male ,166,1,12
"Hyderabad, Sindh",Male,Stitched Clothes for Male ,135,1,12
"Okara, Pakistan",Male,Stitched Clothes for Male ,275,1,12
"Islamabad, Pakistan",Female,Stitched Clothes for Male ,141,0,12
"Dubai, United Arab Emirates",Male,Stitched Clothes for Male ,93,1,12
Kharian,Male,Stitched Clothes for Male ,184,1,12
"Karachi, Pakistan",Male,Stitched Clothes for Male ,166,1,12
"Peshawar, Pakistan",Male,Stitched Clothes for Male ,289,1,12
"Birmingham, United Kingdom",Male,Stitched Clothes for Male ,51,1,12
"Karachi, Pakistan",Male,Stitched Clothes for Male ,166,1,12
Faisalabad,Female,Stitched Clothes for Male ,99,0,12
Faisalabad,Female,Stitched Clothes for Male ,99,0,12
"Dubai, United Arab Emirates",Male,Stitched Clothes for Male ,93,1,12
"Karachi, Pakistan",Female,Stitched Clothes for Male ,166,0,12
"Lahore, Pakistan",Male,Stitched Clothes for Male ,200,1,12
"Lahore, Pakistan",Male,Stitched Clothes for Male ,200,1,12
"Lahore, Pakistan",Female,Stitched Clothes for Male ,200,0,12
"Lahore, Pakistan",Male,Stitched Clothes for Male ,200,1,12
"Karachi, Pakistan",Male,Stitched Clothes for Male ,166,1,12
"Rawalpindi, Pakistan",Male,Stitched Clothes for Male ,312,1,12
"Lahore, Pakistan",Male,Stitched Clothes for Male ,200,1,12
"Beijing, China",Male,Stitched Clothes for Male ,45,1,12
"Dubai, United Arab Emirates",Male,Stitched Clothes for Male ,93,1,12
"Nowshera Cantonment, Khyber Pakhtunkhwa, Pakistan",Male,Stitched Clothes for Male ,272,1,12
"Sialkot, Punjab",Male,Stitched Clothes for Male ,337,1,12
"Dublin, Ireland",Female,Stitched Clothes for Male ,94,0,12
Faisalabad,Male,Stitched Clothes for Male ,99,1,12
Doha,Male,Stitched Clothes for Male ,92,1,12
"Vienna, Austria",Male,Stitched Clothes for Male ,376,1,12
"Islamabad, Pakistan",Male,Stitched Clothes for Male ,141,1,12
"Karachi, Pakistan",Male,Stitched Clothes for Male ,166,1,12
"Karachi, Pakistan",Male,Stitched Clothes for Male ,166,1,12
"Muscat, Oman",Female,Stitched Clothes for Male ,251,0,12
"Karachi, Pakistan",Male,Stitched Clothes for Male ,166,1,12
"Karachi, Pakistan",Female,Stitched Clothes for Male ,166,0,12
"Al Gharrafah, Ad Dawḩah, Qatar",Female,Stitched Clothes for Male ,10,0,12
"Lahore, Pakistan",Female,Stitched Clothes for Male ,200,0,12
"Iquique, Chile",Female,Stitched Clothes for Male ,138,0,12
"Hyderabad, Sindh",Male,Stitched Clothes for Male ,135,1,12
"Lahore, Pakistan",Female,Stitched Clothes for Male ,200,0,12
"Karachi, Pakistan",Male,Stitched Clothes for Male ,166,1,12
"Islamabad, Pakistan",Male,Stitched Clothes for Male ,141,1,12
"Lahore, Pakistan",Male,Stitched Clothes for Male ,200,1,12
Faisalabad,Male,Stitched Clothes for Male ,99,1,12
"Dubai, United Arab Emirates",Female,Stitched Clothes for Male ,93,0,12
Dargai,Male,Stitched Clothes for Male ,83,1,12
"Karachi, Pakistan",Male,Stitched Clothes for Male ,166,1,12
"Islamabad, Pakistan",Male,Stitched Clothes for Male ,141,1,12
"Karachi, Pakistan",Male,Stitched Clothes for Male ,166,1,12
"Karachi, Pakistan",Female,Stitched Clothes for Male ,166,0,12
"Karachi, Pakistan",Male,Stitched Clothes for Male ,166,1,12
"Dawhat Al Qatar, Ad Dawḩah, Qatar",Male,Stitched Clothes for Male ,84,1,12
"Islamabad, Pakistan",Male,Stitched Clothes for Male ,141,1,12
"Karachi, Pakistan",Male,Stitched Clothes for Male ,166,1,12
"Karachi, Pakistan",Male,Stitched Clothes for Male ,166,1,12
"Lahore, Pakistan",Male,Stitched Clothes for Male ,200,1,12
"Lahore, Pakistan",Male,Stitched Clothes for Male ,200,1,12
"Karachi, Pakistan",Male,Stitched Clothes for Male ,166,1,12
"Karachi, Pakistan",Male,Stitched Clothes for Male ,166,1,12
"Islamabad, Pakistan",Male,Stitched Clothes for Male ,141,1,12
Multan,Male,Stitched Clothes for Male ,248,1,12
Mianwali,Male,Stitched Clothes for Male ,233,1,12
"Lahore, Pakistan",Male,Stitched Clothes for Male ,200,1,12
"Hyderabad, Sindh",Male,Stitched Clothes for Male ,135,1,12
"Karachi, Pakistan",Male,Stitched Clothes for Male ,166,1,12
"Toowoomba, Queensland",Male,Stitched Clothes for Male ,361,1,12
"Shah Faisalabad, Punjab, Pakistan",Male,Stitched Clothes for Male ,324,1,12
"Kario, Sindh, Pakistan",Male,Stitched Clothes for Male ,168,1,12
"Wah, Pakistan",Male,Stitched Clothes for Male ,377,1,12
"Islamabad, Pakistan",Male,Stitched Clothes for Male ,141,1,12
Faisalabad,Male,Stitched Clothes for Male ,99,1,12
"Baku, Azerbaijan",Female,Stitched Clothes for Male ,34,0,12
Sargodha,Male,Stitched Clothes for Male ,323,1,12
Multan,Male,Stitched Clothes for Male ,248,1,12
"Lahore, Pakistan",Male,Stitched Clothes for Male ,200,1,12
"Sialkot, Punjab",Male,Stitched Clothes for Male ,337,1,12
"Karachi, Pakistan",Male,Stitched Clothes for Male ,166,1,12
"Lahore, Pakistan",Male,Stitched Clothes for Male ,200,1,12
"Karachi, Pakistan",Male,Stitched Clothes for Male ,166,1,12
"Jubail, Saudi Arabia",Male,Stitched Clothes for Male ,153,1,12
Faisalabad,Male,Stitched Clothes for Male ,99,1,12
"Lahore, Pakistan",Male,Stitched Clothes for Male ,200,1,12
"Karachi, Pakistan",Female,Stitched Clothes for Male ,166,0,12
"Lahore, Pakistan",Female,Stitched Clothes for Male ,200,0,12
"Lahore, Pakistan",Female,Stitched Clothes for Male ,200,0,12
Islamabad,Male,Stitched Clothes for Male ,139,1,12
"Karachi, Pakistan",Female,Stitched Clothes for Male ,166,0,12
"Islamabad, Pakistan",Female,Stitched Clothes for Male ,141,0,12
"Lahore, Pakistan",Female,Stitched Clothes for Male ,200,0,12
"Karachi, Pakistan",Female,Stitched Clothes for Male ,166,0,12
"Karachi, Pakistan",Male,Stitched Clothes for Male ,166,1,12
"Lahore, Pakistan",Female,Stitched Clothes for Male ,200,0,12
"Karachi, Pakistan",Female,Stitched Clothes for Male ,166,0,12
"Gilgit, Pakistan",Male,Electronic Devices,106,1,6
"Lahore, Pakistan",Male,Electronic Devices,200,1,6
Gojra,Male,Electronic Devices,107,1,6
Multan,Male,Electronic Devices,248,1,6
"Lahore, Pakistan",Male,Electronic Devices,200,1,6
"Lahore, Pakistan",Male,Electronic Devices,200,1,6
"Karachi, Pakistan",Male,Electronic Devices,166,1,6
"Kamoki, Punjab, Pakistan",Male,Electronic Devices,161,1,6
"Dubai, United Arab Emirates",Male,Electronic Devices,93,1,6
"Peshawar, Pakistan",Male,Electronic Devices,289,1,6
"Kalu Khan, Khyber Pakhtunkhwa, Pakistan",Male,Electronic Devices,158,1,6
Dera Ismail Khan,Male,Electronic Devices,88,1,6
"Sukkur, Sindh",Male,Electronic Devices,341,1,6
"Gujranwala, Pakistan",Male,Electronic Devices,108,1,6
"Peshawar, Pakistan",Male,Electronic Devices,289,1,6
"Lahore, Pakistan",Female,Electronic Devices,200,0,6
"Rawalpindi, Pakistan",Female,Electronic Devices,312,0,6
"Islamabad, Pakistan",Female,Electronic Devices,141,0,6
"Hyderabad, Sindh",Female,Electronic Devices,135,0,6
"Lahore, Pakistan",Male,Electronic Devices,200,1,6
"Lahore, Pakistan",Female,Electronic Devices,200,0,6
"Karachi, Pakistan",Male,Electronic Devices,166,1,6
Mirpur Khas,Male,Electronic Devices,235,1,6
"Peshawar, Pakistan",Male,Electronic Devices,289,1,6
Muzaffarabad,Male,Electronic Devices,253,1,6
"Lahore, Pakistan",Male,Electronic Devices,200,1,6
"Lahore, Pakistan",Male,Electronic Devices,200,1,6
"Islamabad, Pakistan",Male,Electronic Devices,141,1,6
"Lahore, Pakistan",Male,Electronic Devices,200,1,6
"Karachi, Pakistan",Male,Electronic Devices,166,1,6
Al Sadd Doha,Male,Electronic Devices,12,1,6
"Karachi, Pakistan",Male,Electronic Devices,166,1,6
"Karachi, Pakistan",Male,Electronic Devices,166,1,6
"Kohat, Pakistan",Male,Electronic Devices,190,1,6
"Peshawar, Pakistan",Male,Electronic Devices,289,1,6
"Karachi, Pakistan",Male,Electronic Devices,166,1,6
Multan,Male,Electronic Devices,248,1,6
"Dubai, United Arab Emirates",Male,Electronic Devices,93,1,6
Lalamusa,Male,Electronic Devices,202,1,6
"Lahore, Pakistan",Female,Electronic Devices,200,0,6
"Hyderabad, Sindh",Male,Electronic Devices,135,1,6
"Miami, Florida",Male,Electronic Devices,230,1,6
Jaranwala,Male,Electronic Devices,147,1,6
"Pad Idan, Sindh, Pakistan",Male,Electronic Devices,279,1,6
"Lahore, Pakistan",Male,Electronic Devices,200,1,6
"Khuhra, Sindh, Pakistan",Male,Electronic Devices,186,1,6
Sharjah,Male,Electronic Devices,333,1,6
Faisalabad,Male,Electronic Devices,99,1,6
"Lahore, Pakistan",Male,Electronic Devices,200,1,6
"Islamabad, Pakistan",Female,Electronic Devices,141,0,6
Sanghar,Male,Electronic Devices,321,1,6
"Hyderabad, Sindh",Male,Electronic Devices,135,1,6
"Karachi, Pakistan",Male,Electronic Devices,166,1,6
Dewal,Male,Electronic Devices,89,1,6
"Sahiwal, Punjab, Pakistan",Male,Electronic Devices,318,1,6
"Lahore, Pakistan",Male,Electronic Devices,200,1,6
Dera Ghazi Khan,Male,Electronic Devices,87,1,6
Rahim Yar Khan,Male,Electronic Devices,303,1,6
"Lahore, Pakistan",Female,Electronic Devices,200,0,6
"Lahore, Pakistan",Male,Electronic Devices,200,1,6
"Lahore, Pakistan",Male,Electronic Devices,200,1,6
"Lahore, Pakistan",Male,Electronic Devices,200,1,6
Muzaffargarh,Male,Electronic Devices,254,1,6
Sargodha,Male,Electronic Devices,323,1,6
"Lahore, Pakistan",Male,Electronic Devices,200,1,6
"Lahore, Pakistan",Female,Electronic Devices,200,0,6
"Lahore, Pakistan",Male,Electronic Devices,200,1,6
"Hyderabad, Sindh",Female,Electronic Devices,135,0,6
"Lahore, Pakistan",Female,Electronic Devices,200,0,6
"Karachi, Pakistan",Female,Electronic Devices,166,0,6
"Karachi, Pakistan",Female,Electronic Devices,166,0,6
"Karachi, Pakistan",Female,Electronic Devices,166,0,6
"Lahore, Pakistan",Female,Electronic Devices,200,0,6
"Karachi, Pakistan",Male,Electronic Devices,166,1,6
"Karachi, Pakistan",Male,Electronic Devices,166,1,6
Chiniot,Male,Electronic Devices,70,1,6
"Jatoi, Punjab, Pakistan",Male,Electronic Devices,148,1,6
"Rawalpindi, Pakistan",Female,Electronic Devices,312,0,6
"Karachi, Pakistan",Male,Electronic Devices,166,1,6
Multan,Male,Electronic Devices,248,1,6
"Lahore, Pakistan",Male,Electronic Devices,200,1,6
"Karachi, Pakistan",Female,Electronic Devices,166,0,6
Rajanpur,Female,Electronic Devices,304,0,6
"Bhairab Town, Dhaka, Bangladesh",Female,Electronic Devices,48,0,6
"Peshawar, Pakistan",Female,Electronic Devices,289,0,6
"Peshawar, Pakistan",Female,Electronic Devices,289,0,6
"Islamabad, Pakistan",Male,Electronic Devices,141,1,6
"Lahore, Pakistan",Male,Electronic Devices,200,1,6
"Lahore, Pakistan",Male,Electronic Devices,200,1,6
"Rawalpindi, Pakistan",Male,Electronic Devices,312,1,6
"Gulshan, Punjab, Pakistan",Female,Electronic Devices,110,0,6
Bahawalpur,Male,Electronic Devices,32,1,6
"Jhelum, Punjab",Male,Electronic Devices,152,1,6
"Shikarpur, Pakistan",Female,Electronic Devices,336,0,6
"Karachi, Pakistan",Male,Electronic Devices,166,1,6
Multan,Female,Electronic Devices,248,0,6
"Islamabad, Pakistan",Male,Electronic Devices,141,1,6
"Lahore, Pakistan",Male,Electronic Devices,200,1,6
"Peshawar, Pakistan",Female,Beauty Products,289,0,3
"Peshawar, Pakistan",Female,Beauty Products,289,0,3
"Karachi, Pakistan",Female,Beauty Products,166,0,3
"Gujranwala, Pakistan",Female,Beauty Products,108,0,3
"Islamabad, Pakistan",Female,Beauty Products,141,0,3
"Rawalpindi, Pakistan",Female,Beauty Products,312,0,3
"Moro, Sindh",Female,Beauty Products,244,0,3
"Karachi, Pakistan",Female,Beauty Products,166,0,3
Sadiqabad,Female,Beauty Products,317,0,3
"Karachi, Pakistan",Female,Beauty Products,166,0,3
Faisalabad,None,Beauty Products,99,2,3
"Karachi, Pakistan",Female,Beauty Products,166,0,3
"Karachi, Pakistan",Female,Beauty Products,166,0,3
"Karachi, Pakistan",Female,Beauty Products,166,0,3
Multan,Female,Beauty Products,248,0,3
"Mirpur, Azad Kashmir",Female,Beauty Products,237,0,3
"Swat, Pakistan",Female,Beauty Products,343,0,3
"Lahore, Pakistan",Female,Beauty Products,200,0,3
"Karachi, Pakistan",Female,Beauty Products,166,0,3
"Islamabad, Pakistan",Female,Beauty Products,141,0,3
"Lahore, Pakistan",Female,Beauty Products,200,0,3
"Sialkot, Punjab",Female,Beauty Products,337,0,3
"Lahore, Pakistan",Female,Beauty Products,200,0,3
"Karachi, Pakistan",Female,Beauty Products,166,0,3
"Lahore, Pakistan",Female,Beauty Products,200,0,3
"Karachi, Pakistan",Female,Beauty Products,166,0,3
Multan,Female,Beauty Products,248,0,3
"Peshawar, Pakistan",Female,Beauty Products,289,0,3
"Lahore, Pakistan",Female,Beauty Products,200,0,3
"Karachi, Pakistan",Female,Beauty Products,166,0,3
"Karachi, Pakistan",Female,Beauty Products,166,0,3
"Quetta, Pakistan",Female,Beauty Products,302,0,3
"Karachi, Pakistan",Female,Beauty Products,166,0,3
"Lahore, Pakistan",Female,Beauty Products,200,0,3
Talagang,Female,Beauty Products,348,0,3
"Rawalpindi, Pakistan",Female,Beauty Products,312,0,3
"Sahiwal, Punjab, Pakistan",Female,Beauty Products,318,0,3
"Karachi, Pakistan",Female,Beauty Products,166,0,3
"Karachi, Pakistan",Female,Beauty Products,166,0,3
"Rawalpindi, Pakistan",Female,Beauty Products,312,0,3
"Karachi, Pakistan",Female,Beauty Products,166,0,3
"Hyderabad, Sindh",Female,Beauty Products,135,0,3
"Karachi, Pakistan",Female,Beauty Products,166,0,3
"Karachi, Pakistan",Female,Beauty Products,166,0,3
"Karachi, Pakistan",Female,Beauty Products,166,0,3
Mardan,Female,Beauty Products,222,0,3
"Lahore, Pakistan",Female,Beauty Products,200,0,3
"Islamabad, Pakistan",Female,Beauty Products,141,0,3
"Nairobi, Kenya",Female,Beauty Products,255,0,3
"Karachi, Pakistan",Female,Beauty Products,166,0,3
Multan,Female,Beauty Products,248,0,3
"Karachi, Pakistan",Female,Beauty Products,166,0,3
"Lahore, Pakistan",Female,Beauty Products,200,0,3
"Karachi, Pakistan",Female,Beauty Products,166,0,3
"Lahore, Pakistan",Female,Beauty Products,200,0,3
Faisalabad,Female,Beauty Products,99,0,3
Thatta,Female,Beauty Products,358,0,3
"Karachi, Pakistan",Female,Beauty Products,166,0,3
"Karachi, Pakistan",Male,Beauty Products,166,1,3
"Dubai, United Arab Emirates",Female,Beauty Products,93,0,3
"Liège, Belgium",Female,Beauty Products,209,0,3
Hyderabad,Female,Beauty Products,133,0,3
"Islamabad, Pakistan",Female,Beauty Products,141,0,3
"Karachi, Pakistan",Female,Beauty Products,166,0,3
"Lahore, Pakistan",Female,Beauty Products,200,0,3
"Karachi, Pakistan",Female,Beauty Products,166,0,3
"Peshawar, Pakistan",Male,Beauty Products,289,1,3
"Peshawar, Pakistan",Male,Beauty Products,289,1,3
"Karachi, Pakistan",Female,Beauty Products,166,0,3
"Shah Faisalabad, Punjab, Pakistan",Male,Beauty Products,324,1,3
"Karachi, Pakistan",Female,Beauty Products,166,0,3
Dera Ghazi Khan,Male,Beauty Products,87,1,3
"Islamabad, Pakistan",Male,Beauty Products,141,1,3
"Sialkot, Punjab",Female,Beauty Products,337,0,3
"Karor Lal Isa, Punjab, Pakistan",Male,Beauty Products,169,1,3
"Karachi, Pakistan",Female,Beauty Products,166,0,3
"Karachi, Pakistan",Female,Beauty Products,166,0,3
"Karachi, Pakistan",Female,Beauty Products,166,0,3
Kasur,Male,Beauty Products,171,1,3
"Allu Multan, Punjab, Pakistan",Male,Beauty Products,15,1,3
Nishter Road,Female,Baby Accessories,268,0,1
Rahim Yar Khan,Female,Baby Accessories,303,0,1
"Lahore, Pakistan",Male,Baby Accessories,200,1,1
"Islamabad, Pakistan",Female,Baby Accessories,141,0,1
"Rawalpindi, Pakistan",Male,Baby Accessories,312,1,1
"Karachi, Pakistan",Female,Baby Accessories,166,0,1
"Peshawar, Pakistan",Female,Baby Accessories,289,0,1
"Karachi, Pakistan",Female,Baby Accessories,166,0,1
"Karachi, Pakistan",Female,Baby Accessories,166,0,1
"Karachi, Pakistan",Female,Baby Accessories,166,0,1
"Karachi, Pakistan",Female,Baby Accessories,166,0,1
"Karachi, Pakistan",Female,Baby Accessories,166,0,1
"Sialkot, Punjab",Male,Baby Accessories,337,1,1
"Lahore, Pakistan",Male,Baby Accessories,200,1,1
"Gujranwala, Pakistan",Male,Baby Accessories,108,1,1
Faisalabad,Male,Baby Accessories,99,1,1
"Sahiwal, Punjab, Pakistan",Male,Baby Accessories,318,1,1
"Rawalpindi, Pakistan",Female,Baby Accessories,312,0,1
"Lahore, Pakistan",Female,Baby Accessories,200,0,1
Multan,Female,Baby Accessories,248,0,1
"Karachi, Pakistan",Female,Baby Accessories,166,0,1
"Peshawar, Pakistan",Female,Baby Accessories,289,0,1
"Islamabad, Pakistan",Male,Baby Accessories,141,1,1
"Peshawar, Pakistan",Male,Baby Accessories,289,1,1
"Islamabad, Pakistan",Female,Baby Accessories,141,0,1
"Peshawar, Pakistan",Female,Baby Accessories,289,0,1
"Karachi, Pakistan",Female,Baby Accessories,166,0,1
"Karachi, Pakistan",Female,Baby Accessories,166,0,1
Kaduna,Female,Baby Accessories,157,0,1
"Karachi, Pakistan",Female,Baby Accessories,166,0,1
"Karachi, Pakistan",Female,Baby Accessories,166,0,1
"Lahore, Pakistan",Female,Baby Accessories,200,0,1
"Karachi, Pakistan",Female,Baby Accessories,166,0,1
"Karachi, Pakistan",Female,Baby Accessories,166,0,1
"Lahore, Pakistan",Female,Baby Accessories,200,0,1
"Riyadh, Saudi Arabia",Female,Baby Accessories,314,0,1
"Lahore, Pakistan",Female,Baby Accessories,200,0,1
"Talugtug, Nueva Ecija",Female,Baby Accessories,349,0,1
"Lahore, Pakistan",Female,Baby Accessories,200,0,1
Badin,Female,Baby Accessories,26,0,1
"Lahore, Pakistan",Female,Baby Accessories,200,0,1
"Lahore, Pakistan",Female,Baby Accessories,200,0,1
"Lahore, Pakistan",Female,Baby Accessories,200,0,1
Mardan,Male,Baby Accessories,222,1,1
"Karachi, Pakistan",Male,Baby Accessories,166,1,1
"Lahore, Pakistan",Female,Baby Accessories,200,0,1
Lodhran,Male,Baby Accessories,210,1,1
"Karachi Lines, Sindh, Pakistan",Female,Kids cloth,165,0,9
"Karachi, Pakistan",Female,Kids cloth,166,0,9
"Sialkot, Punjab",Female,Kids cloth,337,0,9
"Lahore, Pakistan",Female,Kids cloth,200,0,9
"Kot Ghulam Muhammad, Sindh, Pakistan",Male,Kids cloth,193,1,9
"Kamrah, Punjab, Pakistan",Female,Kids cloth,162,0,9
Sadiqabad,Female,Kids cloth,317,0,9
"Karachi, Pakistan",Female,Kids cloth,166,0,9
Copenhagen,Female,Kids cloth,75,0,9
"Lahore, Pakistan",Female,Kids cloth,200,0,9
"Karachi, Pakistan",Female,Kids cloth,166,0,9
"Karachi, Pakistan",Female,Kids cloth,166,0,9
"Sahiwal, Punjab, Pakistan",Female,Kids cloth,318,0,9
"Karachi, Pakistan",Female,Kids cloth,166,0,9
"Hyderabad, Sindh",Female,Kids cloth,135,0,9
"Sadikabad, Punjab, Pakistan",Female,Kids cloth,316,0,9
"Karachi, Pakistan",Female,Kids cloth,166,0,9
Tuni,Male,Kids cloth,364,1,9
"Lahore, Pakistan",Female,Kids cloth,200,0,9
"Islamabad, Pakistan",Female,Kids cloth,141,0,9
"Islamabad, Pakistan",Female,Kids cloth,141,0,9
"Karachi, Pakistan",Female,Kids cloth,166,0,9
"Karachi, Pakistan",Female,Kids cloth,166,0,9
"Quetta, Pakistan",Male,Unstitched Clothes for Male ,302,1,15
"Tando Bago, Sindh, Pakistan",Male,Unstitched Clothes for Male ,351,1,15
"Karachi, Pakistan",Male,Unstitched Clothes for Male ,166,1,15
"Sukkur, Sindh",Male,Unstitched Clothes for Male ,341,1,15
Dera Ismail Khan,Male,Unstitched Clothes for Male ,88,1,15
"Islamabad, Pakistan",Male,Unstitched Clothes for Male ,141,1,15
"Chatar, Khyber Pakhtunkhwa, Pakistan",Male,Unstitched Clothes for Male ,62,1,15
"Karachi, Pakistan",Male,Unstitched Clothes for Male ,166,1,15
Bahawalpur,Male,Unstitched Clothes for Male ,32,1,15
"Kandhkot, Sindh, Pakistan",Male,Unstitched Clothes for Male ,163,1,15
Nawabshah,Male,Unstitched Clothes for Male ,261,1,15
Rajanpur,Male,Unstitched Clothes for Male ,304,1,15
"Lahore, Pakistan",Male,Unstitched Clothes for Male ,200,1,15
"Kabul, Afghanistan",Male,Unstitched Clothes for Male ,154,1,15
"Karachi, Pakistan",Male,Unstitched Clothes for Male ,166,1,15
"Chakwal, Pakistan",Male,Unstitched Clothes for Male ,59,1,15
"Sahiwal, Punjab, Pakistan",Male,Unstitched Clothes for Male ,318,1,15
"Fatehpur, Punjab, Pakistan",Male,Unstitched Clothes for Male ,101,1,15
"Arifwala, Pakistan",Male,Unstitched Clothes for Male ,21,1,15
Multan,Male,Unstitched Clothes for Male ,248,1,15
Sargodha,Male,Unstitched Clothes for Male ,323,1,15
"Gujranwala, Pakistan",Male,Unstitched Clothes for Male ,108,1,15
"Peshawar, Pakistan",Male,Unstitched Clothes for Male ,289,1,15
"Mian Channu, Punjab, Pakistan",Male,Unstitched Clothes for Male ,231,1,15
Multan,Male,Unstitched Clothes for Male ,248,1,15
"Islamabad, Pakistan",Male,Unstitched Clothes for Male ,141,1,15
Faisalabad,Male,Unstitched Clothes for Male ,99,1,15
"Shikarpur, Pakistan",Male,Unstitched Clothes for Male ,336,1,15
"Tank, Pakistan",Male,Unstitched Clothes for Male ,354,1,15
"Pasni, Balochistan, Pakistan",Male,Unstitched Clothes for Male ,285,1,15
"Jam Shoro, Sindh, Pakistan",Female,Unstitched Clothes for Male ,146,0,15
Sargodha,Female,Unstitched Clothes for Male ,323,0,15
"Lahore, Pakistan",Female,Unstitched Clothes for Male ,200,0,15
"Dunyapur, Punjab, Pakistan",Male,Unstitched Clothes for Male ,95,1,15
"Islamabad, Pakistan",Male,Unstitched Clothes for Male ,141,1,15
"Lahore, Pakistan",Male,Unstitched Clothes for Male ,200,1,15
"Rawalpindi, Pakistan",Male,Unstitched Clothes for Male ,312,1,15
Faisalabad,Male,Unstitched Clothes for Male ,99,1,15
Abbottabad,Male,Unstitched Clothes for Male ,0,1,15
"Gujranwala, Pakistan",Male,Unstitched Clothes for Male ,108,1,15
"Gujranwala, Pakistan",Male,Unstitched Clothes for Male ,108,1,15
Gujrat,Male,Unstitched Clothes for Male ,109,1,15
"London, United Kingdom",Male,Unstitched Clothes for Male ,211,1,15
"Peshawar, Pakistan",Male,Unstitched Clothes for Male ,289,1,15
"Rawalpindi, Pakistan",Male,Unstitched Clothes for Male ,312,1,15
"Lahore, Pakistan",Male,Unstitched Clothes for Male ,200,1,15
"Peshawar, Pakistan",Male,Unstitched Clothes for Male ,289,1,15
Sheikhupura,Male,Unstitched Clothes for Male ,334,1,15
"Dubai, United Arab Emirates",Male,Unstitched Clothes for Male ,93,1,15
"Peshawar, Pakistan",Male,Unstitched Clothes for Male ,289,1,15
"Haripur, Pakistan",Male,Unstitched Clothes for Male ,119,1,15
"Karachi, Pakistan",Female,Unstitched Clothes for Male ,166,0,15
"Lahore, Pakistan",Female,Unstitched Clothes for Male ,200,0,15
Bhakkar,Male,Unstitched Clothes for Male ,49,1,15
"Lahore, Pakistan",Female,Unstitched Clothes for Male ,200,0,15
"Lahore, Pakistan",Male,Unstitched Clothes for Male ,200,1,15
Layyah,Male,Unstitched Clothes for Male ,206,1,15
"Karachi, Pakistan",Male,Unstitched Clothes for Male ,166,1,15
"Karachi, Pakistan",Male,Unstitched Clothes for Male ,166,1,15
"Lahore, Pakistan",Female,Unstitched Clothes for Male ,200,0,15
Multan,Male,Unstitched Clothes for Male ,248,1,15
"Shahdadkot, Pakistan",Female,Unstitched Clothes for Male ,326,0,15
"Sialkot, Punjab",Female,Unstitched Clothes for Male ,337,0,15
"Sukkur, Sindh",Male,Unstitched Clothes for Male ,341,1,15
"Lahore, Pakistan",Male,Unstitched Clothes for Male ,200,1,15
"Lahore, Pakistan",Female,Unstitched Clothes for Male ,200,0,15
"Hyderabad, Sindh",Male,Unstitched Clothes for Male ,135,1,15
"Dubai, United Arab Emirates",Male,Unstitched Clothes for Male ,93,1,15
"Karachi, Pakistan",Female,Unstitched Clothes for Male ,166,0,15
"Karachi, Pakistan",Female,Unstitched Clothes for Male ,166,0,15
"Riyadh, Saudi Arabia",Male,Unstitched Clothes for Male ,314,1,15
"Lahore, Pakistan",Female,Unstitched Clothes for Male ,200,0,15
"Karachi, Pakistan",Female,Unstitched Clothes for Male ,166,0,15
Charsadda,Male,Unstitched Clothes for Male ,61,1,15
"Lahore, Pakistan",Male,Unstitched Clothes for Male ,200,1,15
"Karachi, Pakistan",Female,Unstitched Clothes for Male ,166,0,15
Islamabad,Male,Unstitched Clothes for Male ,139,1,15
"Jeddah, Saudi Arabia",Male,Unstitched Clothes for Male ,150,1,15
"Lahore, Pakistan",Female,Unstitched Clothes for Male ,200,0,15
Faisalabad,Male,Unstitched Clothes for Male ,99,1,15
"Karachi, Pakistan",Female,Unstitched Clothes for Male ,166,0,15
Harnai,Male,Unstitched Clothes for Male ,120,1,15
Warah,Male,Unstitched Clothes for Male ,378,1,15
"Islamabad, Pakistan",Male,Unstitched Clothes for Male ,141,1,15
"Dadu, Pakistan",Female,Unstitched Clothes for Male ,77,0,15
Mirpur Mathelo,Male,Unstitched Clothes for Male ,236,1,15
"Karachi, Pakistan",Female,Unstitched Clothes for Male ,166,0,15
"Hyderabad, Sindh",Female,Unstitched Clothes for Male ,135,0,15
"Rawalpindi, Pakistan",Female,Unstitched Clothes for Male ,312,0,15
